,Age,DailyRate,Education,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MonthlyRupiah,BonusScore,FinalBonus
943,46,991,2,44,3,1,1,3423,0,3,10,3,7,6,5,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4240585,148.03372335083955,5067
944,28,1476,3,55,1,2,4,6674,0,3,10,6,9,8,7,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8268087,168.08205950689833,11217
945,50,1322,3,43,3,4,1,16880,1,3,25,2,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,20911794,199.69353368295657,33708
946,40,299,4,57,2,3,2,9094,1,3,9,2,5,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11266105,184.12155619794547,16744
947,52,1030,3,64,3,3,2,8446,1,3,10,2,8,7,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10463330,205.00366899997562,17314
948,30,634,4,95,3,3,1,11916,1,4,9,2,9,1,0,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,14762141,208.53468421291757,24848
949,39,524,2,32,3,2,3,4534,0,3,9,6,8,7,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5616947,165.22314410736718,7491
950,31,587,4,57,3,3,3,9852,1,3,10,5,10,8,9,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12205154,199.95708733619327,19699
951,41,256,2,40,1,2,2,6151,0,3,19,4,19,2,11,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7620168,178.47579438216542,10978
952,31,1060,3,54,3,1,2,2302,1,3,3,2,3,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2851833,162.70026688666027,3745
953,44,935,3,89,3,1,1,2362,0,3,10,4,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2926165,141.95265106398804,3352
954,42,495,1,37,3,4,3,17861,1,3,21,3,20,8,2,10,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22127106,239.89833900080015,42848
955,55,282,2,58,1,5,3,19187,0,3,23,5,19,9,9,11,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,23769822,239.40457885980476,45934
956,56,206,4,99,3,5,2,19717,0,3,36,4,7,3,7,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,24426412,222.72645016199445,43914
957,40,458,2,74,3,1,3,3544,0,3,6,0,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4390486,152.725186655841,5412
958,34,943,3,86,3,3,4,8500,0,3,10,0,9,7,1,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10530228,192.55854746828828,16367
959,40,523,3,98,3,2,4,4661,0,3,9,4,9,8,8,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5774281,173.4232706284506,8083
960,41,1018,3,66,3,2,1,4103,0,3,10,2,9,3,1,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5083003,168.7147534375631,6922
961,35,482,4,87,3,2,3,4249,1,3,9,3,9,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5263875,181.5674143842973,7714
962,51,770,3,84,3,4,2,14026,1,3,33,2,33,9,0,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17376115,273.5297528994605,38365
963,38,1009,2,31,3,2,1,6893,0,3,11,3,7,7,1,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8539395,179.27676436278585,12357
964,34,507,2,66,3,2,1,6125,0,3,10,6,10,8,9,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7587958,176.94418180366836,10837
965,25,882,1,67,3,1,4,3669,0,3,7,6,3,2,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4545342,150.92521934617406,5537
966,58,601,4,53,2,3,1,10008,1,3,31,0,10,9,5,9,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12398414,199.99650121886714,20015
967,40,329,4,88,3,1,2,2387,0,4,7,3,4,2,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2957136,161.74684378421102,3860
968,36,607,3,83,4,2,1,4639,0,3,17,2,15,7,6,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5747027,198.1579667420077,9192
969,48,855,3,54,3,3,4,7898,0,3,11,2,10,9,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9784440,192.859985803881,15232
970,27,1291,3,98,4,1,4,2534,0,3,5,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3139247,153.32697387258548,3885
971,51,1405,2,82,2,4,2,13142,0,3,29,1,5,2,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16280971,193.5446978246174,25435
972,18,1124,3,97,3,1,4,1611,0,3,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1995788,136.77091077167194,2203
973,35,817,3,60,2,2,4,5363,0,3,10,0,9,7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6643954,169.7665296121833,9104
974,27,793,1,43,1,2,4,5071,0,4,8,3,6,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6282210,181.71146385591962,9214
975,55,267,4,85,4,4,3,13695,1,3,24,2,19,7,3,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16966056,256.4344567937031,35118
976,56,1369,3,68,3,4,2,13402,1,3,33,0,19,16,15,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,16603072,239.772739867339,32134
977,34,999,1,92,2,1,3,2029,0,4,5,2,5,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2513627,164.72673054040914,3342
978,40,1202,1,89,4,2,3,6377,0,4,15,0,12,11,11,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7900149,216.49671372344056,13805
979,34,285,3,86,3,2,3,5429,0,3,10,1,8,7,7,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6725719,162.52643908826846,8823
980,31,703,3,90,2,1,4,2785,0,3,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3450198,127.91295463974154,3562
981,35,662,4,67,3,2,3,4614,1,3,5,0,4,2,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5716056,180.8125630539198,8342
982,38,693,3,57,4,1,3,2610,0,3,4,2,4,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3233399,142.68223272050093,3724
983,34,404,4,98,3,2,4,6687,0,3,14,2,14,11,4,11,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8284192,194.8997168758514,13032
984,28,736,3,48,2,2,1,4724,0,3,5,0,5,3,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5852329,159.68890269189885,7543
985,31,330,4,98,3,2,3,6179,1,3,10,3,10,2,6,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7654856,180.77364926054761,11170
986,39,1498,4,44,2,2,4,6120,1,3,8,2,5,4,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7581764,152.7677644198766,9349
987,51,541,3,52,3,3,2,10596,0,3,14,5,4,2,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13126858,183.38962727716105,19431
988,41,1200,3,75,3,2,4,5467,1,3,12,4,6,2,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6772795,188.38272013082334,10298
989,37,1439,1,54,3,1,3,2996,1,3,8,2,6,4,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3711596,161.8641668687799,4849
990,33,1111,1,61,3,2,4,9998,0,3,8,2,5,4,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12386026,159.45829373340842,15942
991,32,499,1,36,3,2,2,4078,1,3,4,3,3,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5052032,159.83098127157027,6517
992,39,1485,2,71,3,3,3,10920,0,4,13,2,6,4,0,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13528246,218.52018803640388,23862
993,25,1372,1,93,4,2,3,6232,0,3,6,3,3,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7720515,176.31391747612727,10987
994,52,322,2,59,4,4,3,13247,1,3,24,3,5,3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16411051,223.2875860286689,29578
995,43,930,3,73,2,2,3,4081,1,3,20,3,20,7,1,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5055748,200.84408972097958,8196
996,27,205,3,98,2,2,4,5769,1,3,6,3,6,2,4,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7146928,164.1192350996542,9468
997,27,135,4,51,3,1,3,2394,1,3,8,2,8,2,7,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2965808,159.79833343960752,3825
998,26,683,1,36,2,1,4,3904,0,3,5,2,4,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4836472,137.88882219362426,5383
999,42,1147,3,31,3,4,1,16799,0,3,21,5,20,7,0,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20811447,231.98447721882508,38971
1000,52,258,4,54,3,1,1,2950,0,3,12,2,5,4,0,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3654609,137.8360576654402,4066
1001,37,1462,3,94,3,1,3,3629,0,3,8,6,3,2,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4495788,155.38647532410147,5638
1002,35,200,2,60,3,3,4,9362,0,3,10,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11598117,159.79260216493932,14959
1003,25,949,3,81,3,1,4,3229,0,3,7,2,3,2,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4000248,141.37428731274863,4564
1004,26,652,3,100,4,1,1,3578,0,3,8,2,7,7,0,7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4432607,160.3472668173183,5737
1005,29,332,3,51,2,3,1,7988,0,3,10,3,10,9,0,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9895937,193.34921315384267,15444
1006,49,1475,2,97,2,2,1,4284,0,4,20,2,4,3,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5307235,171.58525990936548,7350
1007,29,337,1,84,3,3,4,7553,1,3,9,1,8,7,7,7,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9357037,209.17456969981754,15798
1008,54,971,3,54,3,4,4,17328,0,3,29,3,20,7,12,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,21466799,251.41292523686027,43564
1009,58,1055,3,76,3,5,1,19701,1,4,32,3,9,8,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,24406591,255.4009642826666,50316
1010,55,1136,4,81,4,4,4,14732,0,3,31,4,7,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,18250743,217.5199047018319,32045
1011,36,1174,4,99,3,2,2,9278,1,3,15,3,5,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11494054,189.11995945359917,17546
1012,31,667,4,50,1,1,3,1359,0,3,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1683598,127.89026970959607,1738
1013,30,855,4,73,3,2,1,4779,0,3,8,3,3,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5920466,149.9117575497857,7164
1014,31,182,5,93,3,4,2,16422,0,3,9,3,3,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,20344400,194.98344552437558,32020
1015,34,560,4,91,3,1,1,2996,0,3,10,2,4,3,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3711596,141.64606717842793,4243
1016,31,202,3,34,2,1,2,1261,0,3,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1562190,123.35329965618159,1555
1017,27,1377,1,91,3,1,1,2099,0,3,6,3,5,0,1,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2600347,160.8001046890124,3375
1018,36,172,4,37,2,2,4,5810,0,3,10,2,10,4,1,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7197721,167.85799697983978,9752
1019,36,329,4,98,2,2,1,5647,0,3,11,3,3,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6995788,141.48182746240386,7989
1020,47,465,3,74,3,1,4,3420,0,3,17,2,6,5,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4236868,143.853845888172,4919
1021,25,383,2,68,2,1,1,4400,0,3,6,2,3,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5450942,157.95919228558674,6950
1022,37,1413,2,84,4,1,3,3500,0,3,7,2,6,5,1,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4335976,151.83074081471747,5314
1023,56,1255,2,90,3,1,1,2066,0,4,5,3,3,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2559465,166.38737796109038,3437
1024,47,359,4,82,3,4,3,17169,0,3,26,2,20,17,5,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,21269822,235.4938055188735,40431
1025,24,1476,1,42,3,2,3,4162,1,3,5,3,5,4,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5156095,173.53986534798858,7222
1026,32,601,5,97,3,2,4,9204,0,3,7,3,4,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11402379,163.80941456210147,15077
1027,34,401,3,86,2,1,2,3294,0,3,7,2,5,4,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4080773,138.2526217358687,4554
1028,41,1283,5,90,4,1,3,2127,1,3,7,5,4,2,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2635035,168.56998791188533,3585
1029,40,663,4,81,3,2,3,3975,0,3,11,2,8,7,0,7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4924430,168.12208444486097,6682
1030,31,326,2,31,3,3,4,10793,0,3,13,5,13,7,9,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13370912,188.89108113028365,20387
1031,46,377,3,52,3,3,4,10096,0,3,28,1,7,7,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12507433,184.85846489754618,18663
1032,39,592,3,54,2,1,1,3646,1,4,11,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4516848,151.20711461409462,5513
1033,31,1445,5,100,4,3,2,7446,0,3,10,2,10,8,4,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9224480,199.59759748811217,14862
1034,45,1038,3,95,1,3,1,10851,1,3,24,2,7,7,0,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13442765,174.93349800162053,18982
1035,31,1398,2,96,4,1,2,2109,0,3,8,3,3,2,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2612735,150.35782521821173,3171
1036,31,523,3,94,3,1,4,3722,1,3,7,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4611001,143.75419807304792,5350
1037,45,1448,3,55,3,3,4,9380,1,3,10,4,3,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11620416,176.63855700127277,16568
1038,48,1221,3,96,3,2,1,5486,0,3,15,3,2,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6796333,161.2146611680013,8844
1039,34,1107,4,52,3,1,3,2742,0,3,2,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3396928,140.3009763484798,3847
1040,40,218,1,55,2,3,2,13757,0,3,16,5,9,8,4,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17042864,178.28902807862832,24527
1041,28,866,3,84,3,2,1,8463,0,3,6,4,5,4,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10484390,176.46234676737555,14934
1042,44,981,3,90,2,1,3,3162,0,3,7,5,5,2,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3917245,138.076529438246,4365
1043,53,447,3,39,4,4,2,16598,0,3,35,2,9,8,8,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20562438,218.46906835872105,36261
1044,49,1495,4,96,3,2,3,6651,0,3,20,0,3,2,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8239594,164.3470942021546,10930
1045,40,896,3,68,3,1,3,2345,0,3,8,3,3,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2905104,150.1105420146851,3520
1046,44,1467,3,49,3,1,2,3420,0,3,6,3,5,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4236868,151.07374305519394,5166
1047,33,430,3,54,3,2,1,4373,0,3,5,2,4,3,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5417493,158.8766884968377,6947
1048,34,1326,3,81,1,2,1,4759,0,3,15,2,13,9,3,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5895689,170.28441356297444,8103
1049,30,1358,1,96,3,2,3,5301,0,3,4,2,2,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6567146,157.232495951292,8334
1050,42,748,2,74,3,1,4,3673,0,3,12,3,12,9,5,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4550297,172.70149136778844,6343
1051,44,383,5,79,3,2,3,4768,0,3,11,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5906838,163.10534429863594,7776
1052,30,990,3,64,3,1,3,1274,0,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1578295,134.6477391572602,1715
1053,57,405,2,93,4,2,3,4900,0,4,13,2,12,9,2,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6070367,208.00120328858117,10192
1054,49,1490,4,35,3,3,2,10466,0,3,29,3,8,7,0,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12965808,183.7266871982867,19228
1055,34,829,3,71,3,4,1,17007,0,3,16,3,14,8,6,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,21069128,213.92127810586888,36381
1056,28,1496,3,92,3,1,3,2909,0,3,5,3,3,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3603816,142.3387252666094,4140
1057,29,115,3,51,3,2,2,5765,0,3,7,4,5,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7141972,155.52696689963145,8966
1058,34,790,4,40,2,2,2,4599,1,4,16,2,15,9,10,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5697473,206.77319067987244,9509
1059,35,660,1,76,3,1,3,2404,0,3,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2978196,138.16823877753356,3321
1060,24,381,3,89,3,1,1,3172,1,3,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3929633,140.3263163930129,4451
1061,24,830,2,78,3,1,2,2033,0,3,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2518583,133.28882224326128,2709
1062,44,1193,1,86,3,3,3,10209,1,3,16,2,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12647423,177.00938475541233,18070
1063,29,1246,3,77,2,2,3,8620,0,3,10,3,10,7,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10678890,159.7821963757011,13773
1064,30,330,3,46,3,1,3,2064,0,4,6,3,5,3,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2556987,152.59747315577653,3149
1065,55,1229,4,30,3,2,3,4035,1,3,4,2,3,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4998761,166.4402148316432,6715
1066,33,1099,4,82,2,1,2,3838,0,3,8,5,5,4,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4754708,151.09663983190498,5799
1067,47,571,3,78,3,2,3,4591,1,3,11,4,5,4,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5687562,170.4396617868242,7824
1068,28,289,2,38,2,1,1,2561,0,3,8,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3172696,126.55312163277952,3241
1069,28,1423,3,72,2,1,3,1563,0,3,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1936323,133.84363240618563,2091
1070,28,467,3,55,3,2,1,4898,0,3,5,5,4,2,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6067889,165.5941303088868,8110
1071,49,271,2,43,2,2,1,4789,0,4,10,3,3,2,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5932854,164.23451298013896,7865
1072,29,410,1,97,3,1,2,3180,0,3,4,3,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3939544,135.95229744260166,4323
1073,28,1083,1,96,1,2,2,6549,0,3,8,2,8,6,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8113231,164.09670497552003,10746
1074,33,516,5,69,3,2,3,6388,1,3,14,6,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7913776,170.30096437120332,10878
1075,32,495,3,64,3,3,4,11244,0,4,10,5,5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,13929633,211.51964013853163,23783
1076,54,1050,4,87,3,4,4,16032,0,4,26,2,14,9,1,12,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19861249,243.9862223442986,39115
1077,29,224,4,100,2,1,1,2362,0,3,11,2,9,7,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2926165,152.86158092802248,3610
1078,44,136,3,32,3,4,1,16328,0,3,24,1,20,6,14,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,20227948,235.57801744479121,38465
1079,39,1089,3,32,3,3,2,8376,0,3,9,3,2,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10376611,175.80744628198244,14725
1080,46,228,3,51,3,4,2,16606,0,3,23,2,13,12,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20572349,224.12531741899207,37218
1081,35,1029,3,91,2,3,2,8606,0,3,11,3,11,8,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10661546,197.49147405447422,16996
1082,23,507,1,97,3,2,3,2272,0,3,5,2,4,3,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2814668,155.88731608025307,3541
1083,40,676,4,86,3,1,1,2018,0,3,15,3,5,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2500000,154.85629539140794,3125
1084,34,971,3,64,2,3,3,7083,1,3,10,3,10,9,8,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8774777,186.08457916378694,13180
1085,31,561,3,33,3,1,3,4084,0,3,7,2,7,2,7,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5059465,157.04447792858744,6413
1086,50,333,5,88,1,4,4,14411,1,3,32,2,32,6,13,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17853072,258.06505234811823,37189
1087,34,1440,2,55,3,1,3,2308,1,4,12,4,11,10,5,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2859267,194.10590483715202,4479
1088,42,1210,3,68,2,1,2,4841,0,3,4,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5997275,132.49713987655812,6414
1089,37,674,3,47,3,2,4,4285,0,3,10,2,10,8,3,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5308474,183.50884990257114,7863
1090,29,441,1,39,1,2,1,9715,0,3,9,3,7,7,0,7,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12035431,157.49137379174388,15300
1091,33,575,3,44,2,2,2,4320,0,3,5,2,5,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5351833,149.82000342473404,6472
1092,45,950,3,97,3,1,4,2132,0,4,8,3,5,4,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2641229,170.9491306842131,3644
1093,42,288,3,40,3,3,4,10124,1,3,24,3,20,8,13,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12542121,223.14959686259286,22591
1094,40,1342,2,47,3,2,1,5473,0,3,9,5,8,4,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6780228,159.83365821279705,8747
1095,33,589,4,79,3,2,3,5207,1,3,15,3,15,14,5,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6450694,178.8035712136866,9310
1096,40,898,2,38,3,4,4,16437,1,4,21,2,21,7,7,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,20362983,264.823907915844,43529
1097,24,350,2,57,2,1,1,2296,0,3,2,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2844400,132.3966545597693,3039
1098,40,1142,2,72,3,2,4,4069,1,3,8,2,2,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5040882,165.8388959186256,6747
1099,45,538,4,66,3,3,2,7441,0,3,10,4,10,8,7,7,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9218285,183.29405072947822,13638
